name,text,short_description,nodes,image_url,embeddings,image
"Кристина Бабина
«Свет мой, зеркальце, скажи…»","Кристина Бабина
«Свет мой, зеркальце, скажи…»
Пряжа, дерево
2024
Глаза – зеркало души. Зеркало – беспристрастный рассказчик. В нём отражается всё как есть, без преувеличений и преуменьшений. Оно не покажет чужого или ложного. Имея смелость взглянуть, можно увидеть свою истинную природу – природу творца.
«Меня привлекают в материале следы жизни и смерти, роста и распада. Люблю фактуру. Люблю ""контакт"" с поверхностью. Люблю потёртости, царапины, вмятины, рваный край и при этом чёткие линии и формы тоже. Всё, что «звучит», содержит информацию, имеет структуру, а значит, имеет свою историю и может её рассказать, а я послушать. Особая любовь – ржавое железо. Смесь холодного и жёсткого прошлого и зыбкого тлеющего будущего». 
Родилась в 1986 г. в городе Тюмени. 
В 2001 г. окончила детскую художественную школу им. А.П. Митинского г. Тюмени.
В 2004 г. окончила Тюменский государственный колледж профессионально-педагогических технологий, профессия «портной».
В 2009 г. окончила Тюменский государственный нефтегазовый университет по специальности «Инженер по проектированию текстильных изделий».
В студенческие и школьные годы активно участвовала в творческой, общественной и научной жизни учебного заведения, в организации и проведении мероприятий. Руководила Театром Моды. Организовала творческую мастерскую. Участвовала в региональных, российских и международных конкурсах модельеров.
В 2009 г., после окончания института, устроилась на работу художником-модельером и педагогом дополнительного образования, через несколько лет возглавила отдел художественно-творческой деятельности.
В период с 2018 по 2021 гг. получала образование и развивалась в области визуальных видов искусства, участвовала в различных конкурсах, выставках и фестивалях.
В 2022 г. организовала сообщество тюменских коллажистов «Коллаж-бэнд» и регулярно проводит встречи.
Постоянно пробует что-то новое: художественные направления, различные материалы и техники, ищет наиболее подходящие для выражения конкретной идеи. Работает на стыке различных медиа. Исследует тему чувствительности, контакта с внутренним и внешним миром.
Основные направления деятельности: скульптура, треш-арт, коллаж, ручное ткачество, Тюменская роспись, книга художника, иллюстрация.

Резиденции:
2022 - Временная Арт-резиденция «Вход здесь», г. Тюмень;
2021 - 2022 - Летняя арт-резиденция на Островах Ершовых, г. Касли;
2024 - Арт-резиденция «Древо», Библиотека и арт-резиденция «ШКАФ», г. Санкт-Петербург.

Персональные выставки:
2023 - Выставка «Кусочки нетленной души», Проект квартирных галерей «По домам», г. Тюмень;
2023 - Выставка «Моя оттепель», Загородный сад, г. Тюмень.

Избранные групповые выставки и конкурсы:
2024 - Выставка паблик-арта «А море внутри», Молодежный театральный центр «Космос», г. Тюмень;
2024 - Выставка «Древо», Библиотека и арт-резиденция «ШКАФ», г. Санкт-Петербург;
2023 - II Карельская биеннале изобразительного искусства «Энергетика сдержанности», Музей изобразительных искусств РК, г. Петрозаводск;
2023 - Выставка «Идите на свет», Гараж современного искусства «Гараж», г. Лобня;
2023 - Выставка в рамках Городского ландшафтного фестиваля искусств «Ключ», г. Тюмень;
2023 - Первая выставка локальных художников, Онлайн-галерея современного искусства «Золото-Болото»;
2023 - Выставка «Тюменский красильщик», Музей-заповедник деревянного зодчества и народного искусства, с. Нижняя Синячиха;
2023 - Выставка коллажей в рамках XX Международного фестиваля Jazz Dance Open Консерватория, Чехия, г. Пардубице;
2023 - Выставка «Жердёла», Художественная галерея «Ростов», г. Ростов-на-Дону;
2023 - Выставка «Мистерия-БУМ», Музей истории камнерезного и ювелирного искусства, г. Екатеринбург;
2023 - Выставка «Три миллиарда ватт», Галерея «Space Place», г. Нижний Тагил;
2023 - Фестиваль «Аленький цветочек», Здание Екатерининского общественного собрания, г. Санкт-Петербург;
2023 - XI ежегодный Фестиваль изящных искусств «RAKFAF», Галерея наследия Аль-Джазиры,  ОАЭ, г. Рас-Аль-Хайма;
2022 - Выставка - фестиваль современного искусства «ЖИВОЕ – ЗЕЛЁНОЕ», «Алебашевский базар», г. Тюмень;
2021 - Выставка «Без обид» на Фестивале городской культуры ЗАКАТ, Речпорт, г. Тюмень;
2018 - Региональный конкурс профессионального мастерства «Славим человека труда!» Музейный комплекс им. И.Я. Словцова, г. Тюмень;
2018 – «ПОРТФОЛИО-РЕВЮ», Мультицентр «Моя территория», г. Тобольск;
2018 - Конкурс иллюстраций национального выставочного проекта «Шукшин. Палитра героя», г. Москва;
2006 - VI международный конкурс «Русский силуэт» │ Концертный зал «Золотые ворота Сибири» г. Тюмень.
","Кристина Бабина
«Свет мой, зеркальце, скажи…»
Пряжа, дерево
2024
Глаза – зеркало души. Зеркало – беспристрастный рассказчик. В нём отражается всё как есть, без преувеличений и преуменьшений. Оно не покажет чужого или ложного. Имея смелость взглянуть, можно увидеть свою истинную природу – природу творца.
«Меня привлекают в материале следы жизни и смерти, роста и распада. Люблю фактуру. Люблю ""контакт"" с поверхностью. Люблю потёртости, царапины, вмятины, рваный край и при этом чёткие линии и формы тоже. Всё, что «звучит», содержит информацию, имеет структуру, а значит, имеет свою историю и может её рассказать, а я послушать. Особая любовь – ржавое железо. Смесь холодного и жёсткого прошлого и зыбкого тлеющего будущего». 
",19,https://i.postimg.cc/Y0sGJVZ7/19.jpg,"[-0.02733971  0.01023657 -0.03381874 ... -0.01198932  0.00621339
 -0.00279637]",data/Slovcova/artwork_images/бабина.jpg
"Юлия Эдуардовна  Миллер
«Наследили»","Юлия Эдуардовна  
«Наследили»

Инсталляция 
Материалы: пенокартон, зеркальная пленка, маркер, витражная пленка
2024 
Увиденные в ходе экскурсии по музейным фондам фактуры вдохновили на создание триптиха, посвящённого тюменским осадкам — будь то дождь, снег, град или лёд, а также осыпавшаяся с деревянных памятников краска и дерево. Смысл работы заключается в зеркальной пленке, в которой можно увидеть своё отражение, словно смотря в застывшую лужу, в которую так и хочется залезть ногой, чтобы услышать приятный хруст, напоминающий о детстве. Световая инсталляция взаимодействует с триптихом, переливаясь красками и погружая зрителя в яркие воспоминания и приятные ассоциации, когда все ловили солнечных зайчиков или искали радугу в небе после дождя.

Художница, преподаватель первой категории, участница арт-резиденции «Закат» и творческого объединения СПКТР, создательница и главный редактор газеты об искусстве Тюмени «Вы», организатор школы арт-журналистики 2.0, приглашенный спикер областного форума специалистов культуры и искусства Тюмени, победитель молодежной лидерской премии в 2023 году.

Диплом за личный вклад в современное искусство Тюменской области от Заместителя Губернатора Тюменской области О.А. Кузнечевских.

Участие в проектах и выставках:

- Победитель конкурса креаторов по созданию AR объекта от W3rlds, 2024 г.;
- Участник образовательной программы академии творческих индустрий «Меганом», 2024 г.;
- Финалист конкурса «Москва. Тренды», Культурный центр ЗИЛ и SAS Metagallery, 2023 г.;
- Конкурс «Атомик Арт» от Росатома, 2023 г. (работа находится в новом павильоне «Атом» на ВДНХ);
- Образовательный заезд «Наука как искусство», Таврида. Арт, 2023 г.;
- Выставка в «Ночь конторы», Тюмень, 2023 г.;
- Проект SONDER Zine, Тюмень, 2022 г.;
- Проект локальных художников LAN:СЛОИ, Тюмень 2022 г.; 
- Резиденция «Закат’21», Тюмень 2021 г.;
- Выставка «Все свои», Музейный комплекс им. И.Я. Словцова, Тюмень 2020 г.;
- Международная выставка «А4», диплом «За инновационные подходы в технике», 2018 г.;
- Выставка союза художников «Творчество молодых», 2018 г.;
- Выставка «Арт-грейд», г. Тобольск, 2017 г.;
- Выставка «Маршруты города Т», г. Тюмень, 2016 г.;
- Выставка «Глаза», г. Тюмень, 2016 г.






","Юлия Эдуардовна  
«Наследили»

Инсталляция 
Материалы: пенокартон, зеркальная пленка, маркер, витражная пленка
2024 
Увиденные в ходе экскурсии по музейным фондам фактуры вдохновили на создание триптиха, посвящённого тюменским осадкам — будь то дождь, снег, град или лёд, а также осыпавшаяся с деревянных памятников краска и дерево. Смысл работы заключается в зеркальной пленке, в которой можно увидеть своё отражение, словно смотря в застывшую лужу, в которую так и хочется залезть ногой, чтобы услышать приятный хруст, напоминающий о детстве. Световая инсталляция взаимодействует с триптихом, переливаясь красками и погружая зрителя в яркие воспоминания и приятные ассоциации, когда все ловили солнечных зайчиков или искали радугу в небе после дождя.

Художница, преподаватель первой категории, участница арт-резиденции «Закат» и творческого объединения СПКТР, создательница и главный редактор газеты об искусстве Тюмени «Вы», организатор школы арт-журналистики 2.0, приглашенный спикер областного форума специалистов культуры и искусства Тюмени, победитель молодежной лидерской премии в 2023 году.
ookmark: _GoBack]





",2,https://i.postimg.cc/JndjLGHS/image.jpg,"[-0.10325808  0.02413334 -0.04833912 ... -0.03068394 -0.05617537
  0.02084876]",data/Slovcova/artwork_images/миллер.jpg
"Ксения Баданова
«Портал»","Ксения Баданова
«Портал»
Видео-арт
2024
В оконном проёме деревянного наличника оживают силуэты, они проявляются на грани забвения и воспоминаний, превращаясь в абстрактные пятна времени. Мы видим проекцию купеческой семьи XIX в., которая, теряясь в круговороте прошлого и настоящего, обретает эфемерные формы и цвета, растекающиеся, как исчезающие сны. В одном из фрагментов мы видим мальчика, прислоняющего ладонь к стеклу, пробивая «четвёртую стену», он закрыл глаза, о чём-то мечтая, надеясь, и эта просьба обращена в будущее, в то, в котором мы сейчас или в то, каким оно может стать, если мы воспримем его послание. 
Получила высшее образование в ТГИК по направлению «Графика». Художник анимации и компьютерной графики, работает с 3D-, 2D-графикой, нейросетями. Преподаёт в Тюменском государственном институте культуры (ТГИК) и Херсонском техническом университете (ХТУ).
Резидент Тавриды. 

Финалист опен-колла для диджитал-художников «PAF: Все цветы» от Яндекс тВ Станции и Севкабель Порт, 2024

Участник выставки на VK Fest, Санкт-Петербург, 2024

Финалист 10 потока VK Простор Медиаарт. Участник выставки «Граффити 3024:
Искусство будущего в городах», Lumion, Санкт-Петербург, 2024

Финалист опен-колла DECIPRALAND. (RE)VISIONS. Переосмысляя фиджитал эстетику.
ЦИПР, Нижний Новгород, 2024

Финалист Open call for digital creators. Theatre of Digital Art, Дубай, ОАЭ, 2023

Финалист конкурса «Москва. Тренды», Культурный центр ЗИЛ и SAS Metagallery, 2023г.

Участник выставки в павильоне «Цифровое искусство» на «Российской креативной
неделе в Москве», 2023

Публикация в дайджесте журнала The Voice (ex-Cosmopolitan), 2023

Победитель марафона «Простор» от VK, фестиваль «Outline». Дубна, 2023

Победитель опен-колла Sxema x Repeat, выставка в «Суперметалле», Москва, 2023

Участник выставки на тему «Trash&Beauty» в рамках проекта «Ночь Конторы»,
организованного при поддержке Всероссийской «Ночи музеев». Тюмень, май 2023.

Шорт-лист 100 художников фестиваля медиаискусства «НУР». Казань, май 2023

Победитель опен-колла 3 выпуска журнала «Sonder», июнь 2023
","Ксения Баданова
«Портал»
Видео-арт
2024
В оконном проёме деревянного наличника оживают силуэты, они проявляются на грани забвения и воспоминаний, превращаясь в абстрактные пятна времени. Мы видим проекцию купеческой семьи XIX в., которая, теряясь в круговороте прошлого и настоящего, обретает эфемерные формы и цвета, растекающиеся, как исчезающие сны. В одном из фрагментов мы видим мальчика, прислоняющего ладонь к стеклу, пробивая «четвёртую стену», он закрыл глаза, о чём-то мечтая, надеясь, и эта просьба обращена в будущее, в то, в котором мы сейчас или в то, каким оно может стать, если мы воспримем его послание. 
",20,https://i.postimg.cc/4ysRXxCb/20.jpg,"[-0.06106939  0.00694149 -0.02098968 ... -0.0006773  -0.04696028
  0.03532939]",data/Slovcova/artwork_images/баданова.jpg
"Евгений Проводенко 
«Монолит»","Евгений Проводенко 
«Монолит»
Техника: глитч-арт
2024
Видео-арт с улицами Тюмени. Ежедневно преодолевая маршруты из точки А в точку Б, мы выжигаем на задворках своего подсознания отображаемые образы огней и фасадов, пешеходов и перекрёстков города. Процесс выжигания укоренён в нашей психике, как гигантский монолит, сопровождающий нас на протяжении жизни. 
Евгений Проводенко – медиахудожник, резидент сообщества Тюменских музыкантов\визуализаторов SONMMUSIC.

Арт-объект «Из космоса в космос» художника был представлен на выставке «Все свои – синхронизация» 2021 года. 

","Евгений Проводенко 
«Монолит»
Техника: глитч-арт
2024
Видео-арт с улицами Тюмени. Ежедневно преодолевая маршруты из точки А в точку Б, мы выжигаем на задворках своего подсознания отображаемые образы огней и фасадов, пешеходов и перекрёстков города. Процесс выжигания укоренён в нашей психике, как гигантский монолит, сопровождающий нас на протяжении жизни. ",21.1,https://i.postimg.cc/Y9gtpPvk/image.jpg,"[-0.05903873  0.00267665 -0.0239986  ... -0.0092618  -0.03070108
  0.01041466]",data/Slovcova/artwork_images/Проводенко_Монолит.jpg
"Евгений Проводенко 
«Время в руках»","Евгений Проводенко 
«Время в руках»
Техника: цифровое коллажирование на панораме
2024
Сферический срез слияния времён Тюмени на основе слоёв архивного исторического прошлого, реального панорамного настоящего и выдуманного генеративными нейросетями вероятного будущего. Переливы голографической пленки в объекте символизируют ключевую незримую материю времени и подчеркивают субъективное отношение человека к его восприятию в воспоминаниях.
Евгений Проводенко – медиахудожник, резидент сообщества Тюменских музыкантов\визуализаторов SONMMUSIC.
Арт-объект «Из космоса в космос» художника был представлен на выставке «Все свои – синхронизация» 2021 года. 
","Евгений Проводенко 
«Время в руках»
Техника: цифровое коллажирование на панораме
2024
Сферический срез слияния времён Тюмени на основе слоёв архивного исторического прошлого, реального панорамного настоящего и выдуманного генеративными нейросетями вероятного будущего. Переливы голографической пленки в объекте символизируют ключевую незримую материю времени и подчеркивают субъективное отношение человека к его восприятию в воспоминаниях. 
",21.2,https://i.postimg.cc/RCDWCkp5/image.jpg,"[-0.06159908  0.04209817 -0.02032354 ... -0.0090223  -0.04376782
 -0.00076736]",data/Slovcova/artwork_images/Проводенко_Время_в_руках.jpg
"Василий Кирилов
""Возле""","ВАСИЛИЙ КИРИЛЛОВ
Выпускник ТГУ, молодой художник живописец, изучает и работает с различными
печатными техниками, керамикой, создаёт иллюстрации, эскизы к татуировкам,
занимается стрит-артом.
","ВАСИЛИЙ КИРИЛЛОВ
Выпускник ТГУ, молодой художник живописец, изучает и работает с различными
печатными техниками, керамикой, создаёт иллюстрации, эскизы к татуировкам,
занимается стрит-артом.",22.1,https://i.postimg.cc/KYgndqvQ/11-22-12-23.jpg,"[-0.03909197  0.01475894  0.00035811 ... -0.03565781  0.0238614
  0.02313964]",data/Slovcova/artwork_images/Кирилов_Возле.jpg
"Василий Кирилов
""Автопортрет 2""","ВАСИЛИЙ КИРИЛЛОВ
Выпускник ТГУ, молодой художник живописец, изучает и работает с различными
печатными техниками, керамикой, создаёт иллюстрации, эскизы к татуировкам,
занимается стрит-артом.
","ВАСИЛИЙ КИРИЛЛОВ
Выпускник ТГУ, молодой художник живописец, изучает и работает с различными
печатными техниками, керамикой, создаёт иллюстрации, эскизы к татуировкам,
занимается стрит-артом.",22.2,"https://i.postimg.cc/t4VWHq9M/22.jpg  
","[-0.03909197  0.01475894  0.00035811 ... -0.03565781  0.0238614
  0.02313964]",data/Slovcova/artwork_images/Кирилов_Автопортрет2.jpg
"Александр Кузьмин
""Улица знакомая""","АЛЕКСАНДР КУЗЬМИН
Мультидисциплинарный художник, дизайнер. Создаёт каллиграфические и шрифтовые
композиции, живописные freestyle полотна, экспериментирует с форматами,
материалами и фактурой. Исследует современные возможности шрифта и типографики
в городской среде.
","АЛЕКСАНДР КУЗЬМИН
Мультидисциплинарный художник, дизайнер. Создаёт каллиграфические и шрифтовые
композиции, живописные freestyle полотна, экспериментирует с форматами,
материалами и фактурой. Исследует современные возможности шрифта и типографики
в городской среде.",23,https://i.postimg.cc/jS5N4Tgn/IMG-1836.jpg,"[-0.0661595  -0.01397453  0.00154348 ... -0.00028728 -0.01085004
  0.00828827]",data/Slovcova/artwork_images/Кузьмин_Улица_знакомая.jpg
"Константин Росляков 
«Генератор идей» ","Константин Росляков  «Генератор идей»  Глубокие медиа, электронные компоненты   Инсталляция 2024   Основой для развития культуры является процесс генерации идей – персональный или коллективный, не имеет значения. В быстром современном мире и многообразии всевозможных референсов поток идей иногда зашкаливает, и приходится выбирать и останавливаться на избранных и одобряемых задумках. Конечно, реальность после воплощения разных идей не имеет одинакового проявления – разные идеи скрывают за собой отличающиеся вещественные данности мышления. У кого-то это более сложные структуры, у кого-то простые. Однако одно из одинаковых свойств идей – это их лёгкая и непринуждённая способность забываться.  Идеи появляются и исчезают. Можем ли мы представить пространство, где они обитают, когда забываются? Интересно представить такое место, аналогичное бескрайнему архиву или библиотеке, где каждая забытая идея хранится в виде светящегося свитка или эфемерного облака, дрейфующего между полками и коридорами этого необычного хранилища.   Это место, невидимое для глаза, доступно только в особых моментах вдохновения, когда человеческий разум случайно находит потерянный ключ или прослеживает невидимую нить, ведущую к одному из этих светящихся фрагментов.  В этом мистическом пространстве, возможно, существуют хранители – эфирные существа или автоматы, обеспечивающие порядок и сохранность идей. Они, возможно, обновляют устаревшие концепции и иногда, случайно или умышленно, отправляют их обратно в мир людей через мгновения озарения. Эти идеи, находясь в таком архиве, могут соединяться друг с другом, создавая новые, ещё не изведанные концепции.  Такое взаимодействие приводит к тому, что, возвращаясь в мир реальный, они уже не такие, когда были забыты; они трансформированы, обогащены, готовы вновь влиять на ход человеческой мысли.  Инсталляция создана в жанре глубоких медиа (deep media) в стиле soviet wave с элементами хонтологии и аллегорического искусства. Вбирает в себя аудио, видео и объектную документацию по итогам посещения территории бывшей ракетной станции «Долина», расположенной в 40 км от Тюмени. Внешний вид сохранившихся помещений отсылает к фильмам Андрея Тарковского (Сталкер, Зеркало), фильмам Кончаловского (Сибириада), заброшенным научно-исследовательским институтам и первобытным менгирам, показанным через долгий медитативный статический кадр. Аудиально инсталляция наполнена полевыми записями и записью резонаций некоторых помещений станции. Созданный и размещённый как бы в центре экспозиции объект отсылает к советской фантастике («Гиперболоид инженера Гарина» Толстой, «Маркун» Платонов) и  советской психотронике.  Инсталляция аллегорически демонстрирует пространство существования забытых эйдосов или идей, а также аппарат – генератор идей, который фильтрует и перерабатывает забытые идеи и выпускает их на волю.  ","Константин Росляков 
«Генератор идей» 
Глубокие медиа, электронные компоненты 

Инсталляция
2024


Основой для развития культуры является процесс генерации идей – персональный или коллективный, не имеет значения. В быстром современном мире и многообразии всевозможных референсов поток идей иногда зашкаливает, и приходится выбирать и останавливаться на избранных и одобряемых задумках. Конечно, реальность после воплощения разных идей не имеет одинакового проявления – разные идеи скрывают за собой отличающиеся вещественные данности мышления. У кого-то это более сложные структуры, у кого-то простые. Однако одно из одинаковых свойств идей – это их лёгкая и непринуждённая способность забываться.

Идеи появляются и исчезают. Можем ли мы представить пространство, где они обитают, когда забываются? Интересно представить такое место, аналогичное бескрайнему архиву или библиотеке, где каждая забытая идея хранится в виде светящегося свитка или эфемерного облака, дрейфующего между полками и коридорами этого необычного хранилища. 

Это место, невидимое для глаза, доступно только в особых моментах вдохновения, когда человеческий разум случайно находит потерянный ключ или прослеживает невидимую нить, ведущую к одному из этих светящихся
фрагментов.

В этом мистическом пространстве, возможно, существуют хранители – эфирные существа или автоматы, обеспечивающие порядок и сохранность идей. Они, возможно, обновляют устаревшие концепции и иногда, случайно или умышленно, отправляют их обратно в мир людей через мгновения озарения. Эти идеи, находясь в таком архиве, могут соединяться друг с другом, создавая новые, ещё не изведанные концепции.

Такое взаимодействие приводит к тому, что, возвращаясь в мир реальный, они уже не такие, когда были забыты; они трансформированы, обогащены, готовы вновь влиять на ход человеческой мысли.

Инсталляция создана в жанре глубоких медиа (deep media) в стиле soviet wave с элементами хонтологии и аллегорического искусства. Вбирает в себя аудио, видео и объектную документацию по итогам посещения территории бывшей ракетной станции «Долина», расположенной в 40 км от Тюмени. Внешний вид сохранившихся помещений отсылает к фильмам Андрея Тарковского (Сталкер, Зеркало), фильмам Кончаловского (Сибириада), заброшенным научно-исследовательским институтам и первобытным менгирам, показанным через долгий медитативный статический кадр. Аудиально инсталляция наполнена полевыми записями и записью резонаций некоторых помещений станции.
Созданный и размещённый как бы в центре экспозиции объект отсылает к советской фантастике («Гиперболоид инженера Гарина» Толстой, «Маркун» Платонов) и  советской психотронике.

Инсталляция аллегорически демонстрирует пространство существования забытых эйдосов или идей, а также аппарат – генератор идей, который фильтрует и перерабатывает забытые идеи и выпускает их на волю.
",24,https://i.postimg.cc/FRX2xHK5/24.jpg,"[-0.00825175 -0.02429465 -0.03607029 ... -0.01127347 -0.04004724
 -0.0198391 ]",data/Slovcova/artwork_images/Росляков_Генератор_идей.jpg
"Лада Ладная
«Чего не знаю»","Лада Ладная
«Чего не знаю»
Инсталляция, вода из реки Тура
2024

Живые существа перед встречей с неизвестным сжимаются, до смерти боясь того, что их ждет. В результате животное, а тем более человек - не способны ни адекватно оценить, ни осознать происходящее. А вот само сознание не боится неизвестности, за которой скрывается нечто. Например - как бы заглянуть туда, где можно пережить вечность, не имея никакой возможности выйти за пределы опыта, если она и существует в чем-то другом. Мы больше всего боимся неизвестной пустоты, которой нас так щедро угощает пространство. Сознание - и есть тот шанс, который мы имеем каждый день, каждый час и каждую секунду, которое так или иначе находит свое выражение в опыте, который мы называем реальностью.

Поэтому Лада предложила Туре создать объекты из металла, которые было невозможно контролировать. А также возможность пережить неизвестность в контролируемом пространстве, так называемую точку невозврата, что важно для профилактики синдрома Альцгеймера.
Лада Ладная - художница и перформерка. В своем искусстве придерживается сайт-специфик практик, соединяя их с иммерсивностью и мистификациями.
Окончила Тюменский государственный институт культуры и социальных технологий по специальности «Дизайн среды и графики».
Участница арт-резиденции Арткоммуналка (Коломна), лаборатории техноло-гического искусства Биостанция (Колтуши), фестиваля Архстояние (Николо-Ленивец), проекта НЕМОСКВА (Санкт-Петербург), 15-й музейной биеннале
(Красноярск) и др.
Участница арт группы НИИ Собачьих дел.
","Лада Ладная
«Чего не знаю»
Инсталляция, вода из реки Тура
2024

Живые существа перед встречей с неизвестным сжимаются, до смерти боясь того, что их ждет. В результате животное, а тем более человек - не способны ни адекватно оценить, ни осознать происходящее. А вот само сознание не боится неизвестности, за которой скрывается нечто. Например - как бы заглянуть туда, где можно пережить вечность, не имея никакой возможности выйти за пределы опыта, если она и существует в чем-то другом. Мы больше всего боимся неизвестной пустоты, которой нас так щедро угощает пространство. Сознание - и есть тот шанс, который мы имеем каждый день, каждый час и каждую секунду, которое так или иначе находит свое выражение в опыте, который мы называем реальностью.

Поэтому Лада предложила Туре создать объекты из металла, которые было невозможно контролировать. А также возможность пережить неизвестность в контролируемом пространстве, так называемую точку невозврата, что важно для профилактики синдрома Альцгеймера.
Лада Ладная - художница и перформерка. В своем искусстве придерживается сайт-специфик практик, соединяя их с иммерсивностью и мистификациями.

Участница арт группы НИИ Собачьих дел.",25,https://i.postimg.cc/mkjfkWBx/25.jpg,"[-0.01615847  0.00348336 -0.05451457 ... -0.01601774  0.01143407
 -0.01747536]",data/Slovcova/artwork_images/лада ладная.jpg
"Артём Долгих
«Минимальная монументальность малых форм деятельности»","Артём Долгих
«Минимальная монументальность малых форм деятельности»
Техника: 
2024
Добывать ресурсы из запасов недр или доставать впечатления, хранимые в глубине памяти. Заниматься доставкой, как стойкий оловянный солдатик, невзирая на всё, что происходит вокруг.  Или ожидать в комфорте, растягивая время и пространство. Открывать и переоткрывать новые-старые места, монументально впечатывать момент в ткань пространства, ностальгируя по временам простого и тёплого детства.
Человек, взаимодействуя с привычными предметами и окружением, часто ощущает особую приятность просто быть собой в этом мире. Этот момент переплетения повседневности с чувством удовлетворения и гармонии можно назвать эстетически-метафизическим началом. Ведь именно в том, как мы используем и воспринимаем привычные вещи, кроется уникальная возможность ощутить укоренённость в мире и развить навык красивого обращения с ними.
Эстетическое восприятие привычных вещей может быть интерпретировано как укоренённость человека в своём бытии и культуре. Когда мы взаимодействуем с обычными предметами, это создаёт ощущение присутствия, понимания и связи с миром вокруг нас. Навык красиво пользоваться привычными вещами также играет важную роль – способность придать им новый смысл, создать гармонию и красоту в повседневных действиях.
Привычное становится не просто рутиной, а эстетической категорией, которая выражает глубокие метафизические аспекты нашего бытия. Мы начинаем видеть привычные вещи не как просто объекты использования, а как символы, несущие в себе определённый смысл и энергию. Это помогает нам лучше понять себя и окружающий мир, создавая гармонию между внутренним и внешним.
Образование: ТюмГУ, кафедра изобразительного искусства, специалист, 2009 г., член Союза Художников России с 2017 г., стипендиат Министерства культуры РФ с 2019 г.. Состоял в творческих объединениях: «Наши выставки», «BUDU», «Все свои».

Участник региональных, российских и международных выставок, в некоторых проектах выступал в качестве куратора и сокуратора:

- Персональная выставка «Плацкарта в мир грёз», Музейный комплекс им. И.Я. Словцова, г. Тюмень, 2021 г.;
- Персональная выставка «Многогранность», Музейный комплекс им. И.Я. Словцова, г. Тюмень, 2019 г.;
- Программа локальных художников, фестиваль «Морфология улиц», г. Тюмень 2022 г.;
- Программа «Родные города», фестиваль «Лес ремесел», Музейный комплекс им. И.Я. Словцова, г. Тюмень, 2022 г.;
- «Утопия для синтезатора в теплых тонах», арт-пространство PROGRAFIKA, 2021 г., Санкт-Петербург;
- «Утопия для синтезатора в теплых тонах», мультицентр Контора пароходства, 2021 г., Тюмень;
- «Все свои. Синхронизация», Музейный комплекс им. И.Я. Словцова, 2020 г., Тюмень;
- «Волокна информации», мультицентр Контора пароходства, 2020 г. Тюмень;
- «Все свои» Музейный комплекс им. И.Я. Словцова, 2019 г., Тюмень;
- «LOOP» театральный центр Космос, 2017 г., Тюмень;
- «Ш-выставка перфоманса и инсталляций» подвал жилого дома, 2016 г., Тюмень;
- Всероссийская молодежная выставка-конкурс «Новое время», 2020 г., Москва;
- The International Festival of Watercolor, 2015 г., Израиль;
- џ II открытый фестиваль-биеннале «УРАЛ-ГРАФО», 2015 г., Екатеринбург.

Работы хранятся в музеях Кургана, Тюмени, Томска.

","Артём Долгих
«Минимальная монументальность малых форм деятельности»
2024
Добывать ресурсы из запасов недр или доставать впечатления, хранимые в глубине памяти. Заниматься доставкой, как стойкий оловянный солдатик, невзирая на всё, что происходит вокруг.  Или ожидать в комфорте, растягивая время и пространство. Открывать и переоткрывать новые-старые места, монументально впечатывать момент в ткань пространства, ностальгируя по временам простого и тёплого детства.
Человек, взаимодействуя с привычными предметами и окружением, часто ощущает особую приятность просто быть собой в этом мире. Этот момент переплетения повседневности с чувством удовлетворения и гармонии можно назвать эстетически-метафизическим началом. Ведь именно в том, как мы используем и воспринимаем привычные вещи, кроется уникальная возможность ощутить укоренённость в мире и развить навык красивого обращения с ними.
Эстетическое восприятие привычных вещей может быть интерпретировано как укоренённость человека в своём бытии и культуре. Когда мы взаимодействуем с обычными предметами, это создаёт ощущение присутствия, понимания и связи с миром вокруг нас. Навык красиво пользоваться привычными вещами также играет важную роль – способность придать им новый смысл, создать гармонию и красоту в повседневных действиях.
Привычное становится не просто рутиной, а эстетической категорией, которая выражает глубокие метафизические аспекты нашего бытия. Мы начинаем видеть привычные вещи не как просто объекты использования, а как символы, несущие в себе определённый смысл и энергию. Это помогает нам лучше понять себя и окружающий мир, создавая гармонию между внутренним и внешним.

",26,https://i.postimg.cc/63HfpMgj/26.jpg,"[-0.02672743  0.00284048 -0.01609172 ... -0.02881553 -0.030363
 -0.02919518]",data/Slovcova/artwork_images/Долгих_Минимальная_монументальность_малых_форм_деятельности.jpg
